Mobile_Device,Rating,sentiment_label,sentiment_score,positive_probability,neutral_probability,negative_probability,rating_norm,satisfaction_score,score_agreement,review_len,Date,Additional_Information
Samsung Galaxy S26 Ultra,5,positive,0.8581,0.728,0.2603,0.0117,1.0,92.37,1,53,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9895,0.9846,0.0098,0.0056,1.0,99.72,1,295,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9882,0.9818,0.0127,0.0055,1.0,99.65,1,754,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9768,0.9613,0.0309,0.0078,1.0,99.01,1,809,3 weeks ago,Incentivized | Verified Purchaser | Owned for less than 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9816,0.9705,0.0222,0.0073,1.0,99.28,1,700,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,negative,0.3469,0.1712,0.3515,0.4773,1.0,63.76,0,613,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9752,0.9605,0.0293,0.0101,1.0,98.92,1,522,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9893,0.9833,0.0118,0.0048,1.0,99.71,1,356,1 month ago,Incentivized | Verified Purchaser | Owned for less than 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9872,0.978,0.0184,0.0036,1.0,99.59,1,351,1 month ago,Incentivized | Verified Purchaser | Owned for less than 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9822,0.9693,0.0258,0.0049,1.0,99.31,1,284,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9087,0.8327,0.1521,0.0153,1.0,95.2,1,1019,1 month ago,Incentivized | Verified Purchaser | Owned for less than 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9899,0.9841,0.0116,0.0043,1.0,99.74,1,228,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9904,0.9847,0.0115,0.0038,1.0,99.77,1,170,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9895,0.9819,0.0152,0.0029,1.0,99.72,1,166,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9897,0.9848,0.0098,0.0054,1.0,99.73,1,167,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9491,0.9147,0.0687,0.0166,1.0,97.46,1,605,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9211,0.8553,0.1314,0.0132,1.0,95.89,1,1580,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9775,0.9595,0.036,0.0045,1.0,99.05,1,391,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,4,positive,0.6414,0.4566,0.3697,0.1737,0.75,68.79,1,501,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.987,0.9793,0.0155,0.0053,1.0,99.58,1,1750,1 day ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9914,0.9865,0.0099,0.0036,1.0,99.83,1,120,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9891,0.9817,0.0148,0.0035,1.0,99.7,1,154,1 month ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9795,0.9661,0.0269,0.007,1.0,99.16,1,1230,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,4,neutral,0.6527,0.376,0.5533,0.0707,0.75,69.42,0,214,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9903,0.9828,0.0151,0.0021,1.0,99.76,1,71,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,4,positive,0.8474,0.739,0.2168,0.0442,0.75,80.32,1,2137,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9906,0.9847,0.0118,0.0035,1.0,99.78,1,93,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9768,0.9568,0.0401,0.0031,1.0,99.01,1,1161,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9408,0.9033,0.0749,0.0217,1.0,96.99,1,1348,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9847,0.9745,0.0204,0.0051,1.0,99.45,1,340,1 month ago,Incentivized | Verified Purchaser | Owned for less than 1 week
Samsung Galaxy S26 Ultra,5,positive,0.8034,0.7328,0.1413,0.1259,1.0,89.3,1,371,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9883,0.9802,0.0163,0.0036,1.0,99.65,1,72,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,4,positive,0.9312,0.8883,0.0859,0.0258,0.75,85.01,1,1857,1 week ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9844,0.974,0.0208,0.0052,1.0,99.43,1,919,1 week ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9829,0.9719,0.022,0.0061,1.0,99.35,1,1001,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9726,0.954,0.0371,0.0088,1.0,98.77,1,949,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.8776,0.7966,0.1619,0.0415,1.0,93.46,1,297,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9896,0.9834,0.0124,0.0042,1.0,99.73,1,291,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.977,0.961,0.0321,0.0069,1.0,99.02,1,244,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9832,0.9713,0.0238,0.0049,1.0,99.37,1,844,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.916,0.8794,0.0732,0.0474,1.0,95.61,1,757,1 week ago,Incentivized | Verified Purchaser | Best Buy Employee | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.955,0.9263,0.0574,0.0163,1.0,97.79,1,664,5 days ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9697,0.9539,0.0316,0.0145,1.0,98.61,1,723,1 week ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9917,0.9864,0.0105,0.0031,1.0,99.84,1,62,2 weeks ago,Incentivized
Samsung Galaxy S26 Ultra,4,positive,0.9891,0.9817,0.0147,0.0036,0.75,88.25,1,71,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.991,0.9849,0.0123,0.0028,1.0,99.8,1,213,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9782,0.9617,0.0331,0.0052,1.0,99.09,1,537,1 day ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9883,0.9802,0.0162,0.0036,1.0,99.65,1,532,3 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9734,0.9509,0.0449,0.0041,1.0,98.82,1,641,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9922,0.988,0.0085,0.0035,1.0,99.87,1,188,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9897,0.9831,0.0132,0.0037,1.0,99.73,1,568,1 week ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9843,0.9737,0.0213,0.005,1.0,99.43,1,629,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9914,0.9846,0.0136,0.0018,1.0,99.83,1,608,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9866,0.9781,0.0171,0.0048,1.0,99.56,1,184,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9817,0.9701,0.0232,0.0067,1.0,99.28,1,497,1 week ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9933,0.9896,0.0074,0.003,1.0,99.93,1,163,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9665,0.9441,0.0448,0.0112,1.0,98.43,1,493,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,4,positive,0.7905,0.648,0.2849,0.067,0.75,77.14,1,797,1 week ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9823,0.9692,0.0263,0.0045,1.0,99.32,1,585,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9916,0.9863,0.0106,0.0031,1.0,99.84,1,420,5 days ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9894,0.9831,0.0126,0.0043,1.0,99.71,1,477,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9704,0.9466,0.0475,0.0058,1.0,98.65,1,469,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9905,0.9835,0.0139,0.0026,1.0,99.78,1,393,3 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9855,0.9774,0.0162,0.0064,1.0,99.5,1,472,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.991,0.9845,0.0131,0.0025,1.0,99.8,1,428,1 week ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9887,0.9825,0.0124,0.0051,1.0,99.68,1,448,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9869,0.9765,0.0208,0.0027,1.0,99.57,1,444,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,neutral,0.7035,0.442,0.523,0.035,1.0,83.71,0,423,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9874,0.9778,0.0193,0.0029,1.0,99.6,1,356,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,4,positive,0.9629,0.9351,0.0555,0.0094,0.75,86.78,1,539,3 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9838,0.9722,0.0232,0.0046,1.0,99.4,1,426,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9858,0.9748,0.022,0.0032,1.0,99.51,1,99,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.992,0.987,0.01,0.003,1.0,99.86,1,321,3 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9927,0.989,0.0075,0.0035,1.0,99.9,1,94,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9878,0.98,0.0155,0.0045,1.0,99.63,1,387,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9924,0.9886,0.0077,0.0037,1.0,99.88,1,306,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9843,0.9739,0.0207,0.0054,1.0,99.43,1,373,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9916,0.9872,0.0088,0.004,1.0,99.84,1,361,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9903,0.9851,0.0105,0.0044,1.0,99.76,1,370,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.991,0.985,0.012,0.003,1.0,99.8,1,367,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9917,0.9869,0.0096,0.0035,1.0,99.84,1,360,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9792,0.965,0.0284,0.0066,1.0,99.14,1,346,2 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9807,0.9651,0.0311,0.0038,1.0,99.23,1,349,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9921,0.9873,0.0095,0.0031,1.0,99.87,1,284,5 days ago,Incentivized | Verified Purchaser
Samsung Galaxy S26 Ultra,5,positive,0.9921,0.9868,0.0105,0.0027,1.0,99.87,1,73,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9885,0.9819,0.0131,0.005,1.0,99.66,1,279,,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,4,positive,0.973,0.9524,0.0411,0.0065,0.75,87.35,1,503,1 week ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9911,0.985,0.0123,0.0027,1.0,99.81,1,306,1 week ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9756,0.9569,0.0374,0.0056,1.0,98.94,1,329,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9905,0.9856,0.0097,0.0047,1.0,99.78,1,66,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9661,0.9462,0.0398,0.0141,1.0,98.41,1,66,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.992,0.9872,0.0096,0.0032,1.0,99.86,1,57,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9887,0.9817,0.0141,0.0042,1.0,99.68,1,63,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9924,0.9878,0.0092,0.003,1.0,99.88,1,313,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9874,0.9786,0.0176,0.0038,1.0,99.6,1,313,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9915,0.9874,0.0082,0.0044,1.0,99.83,1,62,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9841,0.9714,0.0253,0.0033,1.0,99.42,1,60,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9931,0.9887,0.0088,0.0025,1.0,99.92,1,245,5 days ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9922,0.9875,0.0095,0.003,1.0,99.87,1,51,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,neutral,0.584,0.3734,0.4212,0.2054,1.0,77.03,0,233,5 days ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9565,0.9244,0.0642,0.0114,1.0,97.87,1,300,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9915,0.9873,0.0084,0.0043,1.0,99.83,1,50,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9906,0.9867,0.0078,0.0055,1.0,99.78,1,52,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9922,0.9886,0.0073,0.0042,1.0,99.87,1,232,4 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9919,0.9878,0.0083,0.0039,1.0,99.85,1,230,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9809,0.9676,0.0266,0.0058,1.0,99.24,1,257,1 week ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9284,0.8871,0.0827,0.0302,1.0,96.3,1,277,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.985,0.9755,0.019,0.0055,1.0,99.47,1,216,5 days ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9911,0.9852,0.0118,0.003,1.0,99.81,1,256,2 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9838,0.9708,0.0261,0.0032,1.0,99.4,1,261,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,4,positive,0.807,0.6792,0.2554,0.0653,0.75,78.06,1,108,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9881,0.9809,0.0145,0.0046,1.0,99.64,1,254,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9907,0.9842,0.0129,0.0029,1.0,99.79,1,231,1 week ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9722,0.9491,0.0462,0.0047,1.0,98.75,1,250,2 weeks ago,Incentivized | Verified Purchaser
Samsung Galaxy S26 Ultra,5,neutral,0.7255,0.4685,0.514,0.0175,1.0,84.95,0,249,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9937,0.9905,0.0064,0.003,1.0,99.96,1,190,5 days ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9846,0.975,0.0192,0.0058,1.0,99.45,1,186,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9901,0.9841,0.012,0.0039,1.0,99.75,1,234,2 weeks ago,Incentivized | Verified Purchaser
Samsung Galaxy S26 Ultra,5,positive,0.9921,0.9876,0.0089,0.0035,1.0,99.87,1,230,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9768,0.96,0.0335,0.0065,1.0,99.01,1,255,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9913,0.9865,0.0095,0.004,1.0,99.82,1,224,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9159,0.8422,0.1475,0.0103,1.0,95.6,1,223,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.8092,0.6572,0.3041,0.0388,1.0,89.63,1,221,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9921,0.9872,0.0098,0.003,1.0,99.87,1,170,5 days ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9871,0.977,0.02,0.0029,1.0,99.59,1,168,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9865,0.9783,0.0164,0.0053,1.0,99.55,1,215,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,3,neutral,0.3191,0.0681,0.502,0.4299,0.5,39.3,1,2442,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9847,0.9718,0.0258,0.0024,1.0,99.45,1,195,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9897,0.9836,0.0122,0.0041,1.0,99.73,1,212,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,4,positive,0.9275,0.8862,0.0825,0.0313,0.75,84.8,1,357,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9871,0.9808,0.0126,0.0066,1.0,99.59,1,162,2 days ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.95,0.9152,0.0696,0.0152,1.0,97.51,1,208,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9917,0.9873,0.0088,0.0039,1.0,99.84,1,197,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.7219,0.5924,0.2591,0.1485,1.0,84.74,1,156,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9764,0.9622,0.0285,0.0094,1.0,98.99,1,189,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.8697,0.7816,0.1762,0.0422,1.0,93.02,1,150,6 days ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9902,0.9844,0.0117,0.0039,1.0,99.76,1,194,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9862,0.9775,0.0174,0.0051,1.0,99.54,1,193,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9831,0.9714,0.0234,0.0052,1.0,99.36,1,187,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9821,0.9666,0.0311,0.0023,1.0,99.31,1,193,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,4,positive,0.5161,0.4077,0.2167,0.3755,0.75,61.78,1,309,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9909,0.9859,0.01,0.0041,1.0,99.8,1,137,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9927,0.9889,0.0076,0.0035,1.0,99.9,1,136,5 days ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9926,0.9883,0.0087,0.0031,1.0,99.89,1,180,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9889,0.9839,0.01,0.0061,1.0,99.69,1,167,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9113,0.844,0.1345,0.0215,1.0,95.34,1,132,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9879,0.9804,0.0151,0.0046,1.0,99.63,1,131,6 hours ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9726,0.9632,0.0188,0.0179,1.0,98.77,1,174,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,negative,0.1834,0.0296,0.3075,0.6629,1.0,54.61,0,131,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9923,0.9888,0.0071,0.0041,1.0,99.88,1,172,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.971,0.9453,0.0516,0.0032,1.0,98.68,1,168,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9787,0.9664,0.0246,0.0091,1.0,99.12,1,172,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9717,0.9496,0.0443,0.0062,1.0,98.72,1,170,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9909,0.9853,0.0112,0.0035,1.0,99.8,1,127,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9769,0.9629,0.0279,0.0091,1.0,99.01,1,126,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9894,0.982,0.0147,0.0033,1.0,99.71,1,124,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9812,0.9696,0.0233,0.0071,1.0,99.26,1,162,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.949,0.9035,0.091,0.0055,1.0,97.45,1,186,1 month ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9927,0.9886,0.0083,0.0031,1.0,99.9,1,122,1 day ago,Incentivized | Verified Purchaser | Owned for less than 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9903,0.9838,0.013,0.0032,1.0,99.76,1,164,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9872,0.9776,0.0191,0.0032,1.0,99.59,1,168,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9892,0.9836,0.0112,0.0053,1.0,99.7,1,152,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
